LAT,LON,RH2M,DATE
-40,144.375,82.06,2006-03-08
-40,145,81.63,2006-03-08
-40,145.625,81.56,2006-03-08
-39.5,143.125,81.81,2006-03-08
-39.5,143.75,81.29,2006-03-08
-39.5,144.375,81.67,2006-03-08
-39.5,145,82.33,2006-03-08
-39.5,145.625,82.14,2006-03-08
-39,143.125,79.84,2006-03-08
-39,143.75,78.46,2006-03-08
-39,144.375,79.32,2006-03-08
-39,145,80.93,2006-03-08
-39,145.625,80.49,2006-03-08
-38.5,143.125,72.87,2006-03-08
-38.5,143.75,70.74,2006-03-08
-38.5,144.375,76.14,2006-03-08
-38.5,145,77.97,2006-03-08
-38.5,145.625,76.77,2006-03-08
-38,143.125,65.9,2006-03-08
-38,143.75,66.26,2006-03-08
-38,144.375,70.17,2006-03-08
-38,145,74.6,2006-03-08
-38,145.625,71.87,2006-03-08
-40,143.125,83.09,2006-03-09
-40,143.75,82.74,2006-03-09
-40,144.375,82.36,2006-03-09
-40,145,82.48,2006-03-09
-40,145.625,82.46,2006-03-09
-39.5,143.125,81.39,2006-03-09
-39.5,143.75,81.22,2006-03-09
-39.5,144.375,81.92,2006-03-09
-39.5,145,82.98,2006-03-09
-39.5,145.625,83.41,2006-03-09
-39,143.125,80.8,2006-03-09
-39,143.75,80.43,2006-03-09
-39,144.375,81.22,2006-03-09
-39,145,82.29,2006-03-09
-39,145.625,81.8,2006-03-09
-38.5,143.125,74.5,2006-03-09
-38.5,143.75,72.39,2006-03-09
-38.5,144.375,76.78,2006-03-09
-38.5,145,78.18,2006-03-09
-38.5,145.625,74.66,2006-03-09
-38,143.125,69.16,2006-03-09
-38,143.75,62.02,2006-03-09
-38,144.375,63,2006-03-09
-38,145,67.48,2006-03-09
-38,145.625,64.23,2006-03-09
-40,143.125,79.78,2006-03-10
-40,143.75,78.49,2006-03-10
-40,144.375,76.19,2006-03-10
-40,145,73.81,2006-03-10
-40,145.625,73.36,2006-03-10
-39.5,143.125,80.83,2006-03-10
-39.5,143.75,77.4,2006-03-10
-39.5,144.375,78.38,2006-03-10
-39.5,145,77.31,2006-03-10
-39.5,145.625,76.77,2006-03-10
-39,143.125,82.45,2006-03-10
-39,143.75,79.63,2006-03-10
-39,144.375,81.06,2006-03-10
-39,145,81.36,2006-03-10
-39,145.625,82.32,2006-03-10
-38.5,143.125,75.25,2006-03-10
-38.5,143.75,73.4,2006-03-10
-38.5,144.375,80.52,2006-03-10
-38.5,145,82.41,2006-03-10
-38.5,145.625,78,2006-03-10
-38,143.125,67.3,2006-03-10
-38,143.75,70.46,2006-03-10
-38,144.375,75.78,2006-03-10
-38,145,77.01,2006-03-10
-38,145.625,68.1,2006-03-10
-40,143.125,87.52,2006-03-11
-40,143.75,85.54,2006-03-11
-40,144.375,87.09,2006-03-11
-40,145,88.2,2006-03-11
-40,145.625,88.94,2006-03-11
-39.5,143.125,86.76,2006-03-11
-39.5,143.75,85.07,2006-03-11
-39.5,144.375,87.38,2006-03-11
-39.5,145,88.31,2006-03-11
-39.5,145.625,88.56,2006-03-11
-39,143.125,81.39,2006-03-11
-39,143.75,81.49,2006-03-11
-39,144.375,86.49,2006-03-11
-39,145,87.03,2006-03-11
-39,145.625,83.57,2006-03-11
-38.5,143.125,58.58,2006-03-11
-38.5,143.75,68.3,2006-03-11
-38.5,144.375,78.8,2006-03-11
-38.5,145,78.44,2006-03-11
-38.5,145.625,67.03,2006-03-11
-38,143.125,44.93,2006-03-11
-38,143.75,50.35,2006-03-11
-38,144.375,60.11,2006-03-11
-38,145,62.13,2006-03-11
-38,145.625,48.86,2006-03-11
-40,143.125,83.69,2006-03-12
-40,143.75,81.42,2006-03-12
-40,144.375,82.17,2006-03-12
-40,145,84.66,2006-03-12
-40,145.625,85.9,2006-03-12
-39.5,143.125,81.15,2006-03-12
-39.5,143.75,78.39,2006-03-12
-39.5,144.375,79.37,2006-03-12
-39.5,145,80.41,2006-03-12
-39.5,145.625,79.86,2006-03-12
-39,143.125,78.97,2006-03-12
-39,143.75,73.46,2006-03-12
-39,144.375,75.68,2006-03-12
-39,145,75.14,2006-03-12
-39,145.625,70.33,2006-03-12
-38.5,143.125,64.03,2006-03-12
-38.5,143.75,61.4,2006-03-12
-38.5,144.375,65.28,2006-03-12
-38.5,145,65.09,2006-03-12
-38.5,145.625,56.2,2006-03-12
-38,143.125,58.11,2006-03-12
-38,143.75,54.24,2006-03-12
-38,144.375,51.26,2006-03-12
-38,145,53.53,2006-03-12
-38,145.625,46.61,2006-03-12
-40,143.125,69.21,2006-03-13
-40,143.75,68.44,2006-03-13
-40,144.375,68.37,2006-03-13
-40,145,69.19,2006-03-13
-40,145.625,69.24,2006-03-13
-39.5,143.125,68.99,2006-03-13
-39.5,143.75,68.28,2006-03-13
-39.5,144.375,69.08,2006-03-13
-39.5,145,69.85,2006-03-13
-39.5,145.625,70,2006-03-13
-39,143.125,68.44,2006-03-13
-39,143.75,67.83,2006-03-13
-39,144.375,69.24,2006-03-13
-39,145,69.83,2006-03-13
-39,145.625,69.33,2006-03-13
-38.5,143.125,60.47,2006-03-13
-38.5,143.75,62.02,2006-03-13
-38.5,144.375,64.22,2006-03-13
-38.5,145,65.78,2006-03-13
-38.5,145.625,66.65,2006-03-13
-38,143.125,58.75,2006-03-13
-38,143.75,60.98,2006-03-13
-38,144.375,59.79,2006-03-13
-38,145,64.13,2006-03-13
-38,145.625,69.99,2006-03-13
-40,143.125,69.88,2006-03-14
-40,143.75,69.91,2006-03-14
-40,144.375,68.91,2006-03-14
-40,145,68.19,2006-03-14
-40,145.625,65.56,2006-03-14
-39.5,143.125,71.61,2006-03-14
-39.5,143.75,70.23,2006-03-14
-39.5,144.375,69.58,2006-03-14
-39.5,145,68.62,2006-03-14
-39.5,145.625,67.69,2006-03-14
-39,143.125,72.97,2006-03-14
-39,143.75,71.61,2006-03-14
-39,144.375,69.88,2006-03-14
-39,145,70.84,2006-03-14
-39,145.625,70.68,2006-03-14
-38.5,143.125,71.81,2006-03-14
-38.5,143.75,68.8,2006-03-14
-38.5,144.375,72.15,2006-03-14
-38.5,145,72.71,2006-03-14
-38.5,145.625,71.91,2006-03-14
-38,143.125,68.45,2006-03-14
-38,143.75,68.51,2006-03-14
-38,144.375,71.17,2006-03-14
-38,145,73.2,2006-03-14
-38,145.625,70.96,2006-03-14
-40,143.125,79.56,2006-03-15
-40,143.75,78.39,2006-03-15
-40,144.375,78.56,2006-03-15
-40,145,80.84,2006-03-15
-40,145.625,80.41,2006-03-15
-39.5,143.125,79.93,2006-03-15
-39.5,143.75,79.47,2006-03-15
-39.5,144.375,80.59,2006-03-15
-39.5,145,83.25,2006-03-15
-39.5,145.625,82.4,2006-03-15
-39,143.125,78.98,2006-03-15
-39,143.75,78.91,2006-03-15
-39,144.375,81.97,2006-03-15
-39,145,81.48,2006-03-15
-39,145.625,81.61,2006-03-15
-38.5,143.125,70.9,2006-03-15
-38.5,143.75,71.24,2006-03-15
-38.5,144.375,75.96,2006-03-15
-38.5,145,75.02,2006-03-15
-38.5,145.625,71.5,2006-03-15
-38,143.125,63.8,2006-03-15
-38,143.75,63.25,2006-03-15
-38,144.375,62.82,2006-03-15
-38,145,66.07,2006-03-15
-38,145.625,62.32,2006-03-15
-40,143.125,80.5,2006-03-16
-40,143.75,80,2006-03-16
-40,144.375,79.53,2006-03-16
-40,145,80.71,2006-03-16
-40,145.625,81.43,2006-03-16
-39.5,143.125,80.32,2006-03-16
-39.5,143.75,80,2006-03-16
-39.5,144.375,80.27,2006-03-16
-39.5,145,80.86,2006-03-16
-39.5,145.625,80.32,2006-03-16
-39,143.125,79.7,2006-03-16
-39,143.75,78.6,2006-03-16
-39,144.375,78.29,2006-03-16
-39,145,78.41,2006-03-16
-39,145.625,76.85,2006-03-16
-38.5,143.125,73.8,2006-03-16
-38.5,143.75,74.2,2006-03-16
-38.5,144.375,73.65,2006-03-16
-38.5,145,72.51,2006-03-16
-38.5,145.625,73,2006-03-16
-38,143.125,70.03,2006-03-16
-38,143.75,70.35,2006-03-16
-38,144.375,67.86,2006-03-16
-38,145,68.52,2006-03-16
-38,145.625,74.69,2006-03-16
-40,143.125,83.06,2006-03-17
-40,143.75,82.76,2006-03-17
-40,144.375,80.98,2006-03-17
-40,145,79.96,2006-03-17
-40,145.625,78.84,2006-03-17
-39.5,143.125,81.95,2006-03-17
-39.5,143.75,81.18,2006-03-17
-39.5,144.375,80.58,2006-03-17
-39.5,145,80.33,2006-03-17
-39.5,145.625,79.27,2006-03-17
-39,143.125,82.59,2006-03-17
-39,143.75,81.31,2006-03-17
-39,144.375,80.61,2006-03-17
-39,145,79.63,2006-03-17
-39,145.625,78.68,2006-03-17
-38.5,143.125,79.22,2006-03-17
-38.5,143.75,77.55,2006-03-17
-38.5,144.375,76.66,2006-03-17
-38.5,145,76.4,2006-03-17
-38.5,145.625,79.62,2006-03-17
-38,143.125,73.89,2006-03-17
-38,143.75,72.42,2006-03-17
-38,144.375,72.27,2006-03-17
-38,145,73.31,2006-03-17
-38,145.625,77.22,2006-03-17
-40,143.125,80.45,2006-03-18
-40,143.75,80.68,2006-03-18
-40,144.375,79.82,2006-03-18
-40,145,79.6,2006-03-18
-40,145.625,78.81,2006-03-18
-39.5,143.125,80.95,2006-03-18
-39.5,143.75,79.84,2006-03-18
-39.5,144.375,78.91,2006-03-18
-39.5,145,78.88,2006-03-18
-39.5,145.625,77.5,2006-03-18
-39,143.125,81.47,2006-03-18
-39,143.75,79.3,2006-03-18
-39,144.375,78.4,2006-03-18
-39,145,77.37,2006-03-18
-39,145.625,75.76,2006-03-18
-38.5,143.125,79.45,2006-03-18
-38.5,143.75,75.52,2006-03-18
-38.5,144.375,76.62,2006-03-18
-38.5,145,77.12,2006-03-18
-38.5,145.625,75.31,2006-03-18
-38,143.125,73.71,2006-03-18
-38,143.75,72.63,2006-03-18
-38,144.375,74.39,2006-03-18
-38,145,78.01,2006-03-18
-38,145.625,74.92,2006-03-18
-40,143.125,79.39,2006-03-19
-40,143.75,79.17,2006-03-19
-40,144.375,77.64,2006-03-19
-40,145,76.65,2006-03-19
-40,145.625,74.24,2006-03-19
-39.5,143.125,80.95,2006-03-19
-39.5,143.75,78.74,2006-03-19
-39.5,144.375,77.82,2006-03-19
-39.5,145,77.12,2006-03-19
-39.5,145.625,75.8,2006-03-19
-39,143.125,81.85,2006-03-19
-39,143.75,79.17,2006-03-19
-39,144.375,78.55,2006-03-19
-39,145,77.34,2006-03-19
-39,145.625,75.1,2006-03-19
-38.5,143.125,79.22,2006-03-19
-38.5,143.75,75.04,2006-03-19
-38.5,144.375,76.13,2006-03-19
-38.5,145,75.71,2006-03-19
-38.5,145.625,76.03,2006-03-19
-38,143.125,73.49,2006-03-19
-38,143.75,70.94,2006-03-19
-38,144.375,70.38,2006-03-19
-38,145,75.45,2006-03-19
-38,145.625,74.68,2006-03-19
-40,143.125,76.01,2006-03-20
-40,143.75,73.92,2006-03-20
-40,144.375,72.48,2006-03-20
-40,145,71.84,2006-03-20
-40,145.625,73.13,2006-03-20
-39.5,143.125,75.44,2006-03-20
-39.5,143.75,73.41,2006-03-20
-39.5,144.375,74.74,2006-03-20
-39.5,145,73.68,2006-03-20
-39.5,145.625,74.6,2006-03-20
-39,143.125,75.78,2006-03-20
-39,143.75,75.26,2006-03-20
-39,144.375,76.92,2006-03-20
-39,145,77.15,2006-03-20
-39,145.625,75.68,2006-03-20
-38.5,143.125,72.33,2006-03-20
-38.5,143.75,73.92,2006-03-20
-38.5,144.375,78.68,2006-03-20
-38.5,145,77.94,2006-03-20
-38.5,145.625,70.84,2006-03-20
-38,143.125,66.61,2006-03-20
-38,143.75,71.69,2006-03-20
-38,144.375,75.63,2006-03-20
-38,145,76.32,2006-03-20
-38,145.625,66.13,2006-03-20
-40,143.125,79.24,2006-03-21
-40,143.75,78.47,2006-03-21
-40,144.375,78.85,2006-03-21
-40,145,77.49,2006-03-21
-40,145.625,75.21,2006-03-21
-39.5,143.125,81.75,2006-03-21
-39.5,143.75,81.71,2006-03-21
-39.5,144.375,82.41,2006-03-21
-39.5,145,81.27,2006-03-21
-39.5,145.625,80.04,2006-03-21
-39,143.125,84.49,2006-03-21
-39,143.75,83.64,2006-03-21
-39,144.375,84.19,2006-03-21
-39,145,82.97,2006-03-21
-39,145.625,80.55,2006-03-21
-38.5,143.125,74.38,2006-03-21
-38.5,143.75,80.81,2006-03-21
-38.5,144.375,83.85,2006-03-21
-38.5,145,79.61,2006-03-21
-38.5,145.625,71.89,2006-03-21
-38,143.125,65.9,2006-03-21
-38,143.75,70.17,2006-03-21
-38,144.375,72.74,2006-03-21
-38,145,71.6,2006-03-21
-38,145.625,63.61,2006-03-21
-40,143.125,89.83,2006-03-22
-40,143.75,88.3,2006-03-22
-40,144.375,88.93,2006-03-22
-40,145,87.68,2006-03-22
-40,145.625,86.89,2006-03-22
-39.5,143.125,90.35,2006-03-22
-39.5,143.75,88.82,2006-03-22
-39.5,144.375,89.22,2006-03-22
-39.5,145,87.89,2006-03-22
-39.5,145.625,87.15,2006-03-22
-39,143.125,88.82,2006-03-22
-39,143.75,86.2,2006-03-22
-39,144.375,87.8,2006-03-22
-39,145,86.29,2006-03-22
-39,145.625,83.82,2006-03-22
-38.5,143.125,67.54,2006-03-22
-38.5,143.75,76.73,2006-03-22
-38.5,144.375,81.33,2006-03-22
-38.5,145,77.76,2006-03-22
-38.5,145.625,69.38,2006-03-22
-38,143.125,58.29,2006-03-22
-38,143.75,62.79,2006-03-22
-38,144.375,66,2006-03-22
-38,145,66.22,2006-03-22
-38,145.625,57.4,2006-03-22
-40,143.125,89.52,2006-03-23
-40,143.75,86.66,2006-03-23
-40,144.375,88.98,2006-03-23
-40,145,89.8,2006-03-23
-40,145.625,89.65,2006-03-23
-39.5,143.125,90.31,2006-03-23
-39.5,143.75,88.43,2006-03-23
-39.5,144.375,91.6,2006-03-23
-39.5,145,91.58,2006-03-23
-39.5,145.625,90.69,2006-03-23
-39,143.125,91.87,2006-03-23
-39,143.75,89.16,2006-03-23
-39,144.375,92.6,2006-03-23
-39,145,91.55,2006-03-23
-39,145.625,88.14,2006-03-23
-38.5,143.125,71.46,2006-03-23
-38.5,143.75,81.18,2006-03-23
-38.5,144.375,89.07,2006-03-23
-38.5,145,85.6,2006-03-23
-38.5,145.625,74.43,2006-03-23
-38,143.125,65.3,2006-03-23
-38,143.75,70.24,2006-03-23
-38,144.375,75.08,2006-03-23
-38,145,76.58,2006-03-23
-38,145.625,62.22,2006-03-23
-40,143.125,88.15,2006-03-24
-40,143.75,85.71,2006-03-24
-40,144.375,85.07,2006-03-24
-40,145,82.95,2006-03-24
-40,145.625,81.47,2006-03-24
-39.5,143.125,88.78,2006-03-24
-39.5,143.75,85.92,2006-03-24
-39.5,144.375,85.96,2006-03-24
-39.5,145,84.85,2006-03-24
-39.5,145.625,82.89,2006-03-24
-39,143.125,85.71,2006-03-24
-39,143.75,82.72,2006-03-24
-39,144.375,85.35,2006-03-24
-39,145,83.52,2006-03-24
-39,145.625,80.29,2006-03-24
-38.5,143.125,58.16,2006-03-24
-38.5,143.75,67.58,2006-03-24
-38.5,144.375,73.63,2006-03-24
-38.5,145,72.2,2006-03-24
-38.5,145.625,67.93,2006-03-24
-38,143.125,48.13,2006-03-24
-38,143.75,48.79,2006-03-24
-38,144.375,51.46,2006-03-24
-38,145,59.14,2006-03-24
-38,145.625,58.67,2006-03-24
-40,143.125,89.3,2006-03-25
-40,143.75,87.71,2006-03-25
-40,144.375,87.34,2006-03-25
-40,145,84.86,2006-03-25
-40,145.625,83.38,2006-03-25
-39.5,143.125,84.94,2006-03-25
-39.5,143.75,83.87,2006-03-25
-39.5,144.375,85.99,2006-03-25
-39.5,145,84.8,2006-03-25
-39.5,145.625,83.03,2006-03-25
-39,143.125,71.14,2006-03-25
-39,143.75,70.36,2006-03-25
-39,144.375,78.69,2006-03-25
-39,145,80.21,2006-03-25
-39,145.625,78.23,2006-03-25
-38.5,143.125,43.2,2006-03-25
-38.5,143.75,49.55,2006-03-25
-38.5,144.375,60.86,2006-03-25
-38.5,145,66.69,2006-03-25
-38.5,145.625,64.29,2006-03-25
-38,143.125,37.61,2006-03-25
-38,143.75,39.52,2006-03-25
-38,144.375,43.36,2006-03-25
-38,145,53.8,2006-03-25
-38,145.625,53.43,2006-03-25
-40,143.125,90.94,2006-03-26
-40,143.75,89.23,2006-03-26
-40,144.375,88.64,2006-03-26
-40,145,90.35,2006-03-26
-40,145.625,90.35,2006-03-26
-39.5,143.125,90.16,2006-03-26
-39.5,143.75,87.17,2006-03-26
-39.5,144.375,88.33,2006-03-26
-39.5,145,89.35,2006-03-26
-39.5,145.625,87.2,2006-03-26
-39,143.125,88.47,2006-03-26
-39,143.75,82.57,2006-03-26
-39,144.375,83.57,2006-03-26
-39,145,81.82,2006-03-26
-39,145.625,76.83,2006-03-26
-38.5,143.125,72.69,2006-03-26
-38.5,143.75,67.71,2006-03-26
-38.5,144.375,72.54,2006-03-26
-38.5,145,71.01,2006-03-26
-38.5,145.625,65.17,2006-03-26
-38,143.125,63.4,2006-03-26
-38,143.75,58.08,2006-03-26
-38,144.375,60,2006-03-26
-38,145,63.74,2006-03-26
-38,145.625,57.66,2006-03-26
-40,143.125,78.18,2006-03-27
-40,143.75,77.52,2006-03-27
-40,144.375,76.05,2006-03-27
-40,145,74.42,2006-03-27
-40,145.625,74.65,2006-03-27
-39.5,143.125,78.04,2006-03-27
-39.5,143.75,76.34,2006-03-27
-39.5,144.375,76.04,2006-03-27
-39.5,145,75.47,2006-03-27
-39.5,145.625,76.69,2006-03-27
-39,143.125,79.09,2006-03-27
-39,143.75,77.43,2006-03-27
-39,144.375,77.16,2006-03-27
-39,145,77.9,2006-03-27
-39,145.625,78.21,2006-03-27
-38.5,143.125,75.76,2006-03-27
-38.5,143.75,75.53,2006-03-27
-38.5,144.375,77.87,2006-03-27
-38.5,145,76.46,2006-03-27
-38.5,145.625,78.35,2006-03-27
-38,143.125,71.21,2006-03-27
-38,143.75,70.95,2006-03-27
-38,144.375,71.48,2006-03-27
-38,145,74.34,2006-03-27
-38,145.625,76.43,2006-03-27
-40,143.125,78.44,2006-03-28
-40,143.75,77.67,2006-03-28
-40,144.375,78.15,2006-03-28
-40,145,78.15,2006-03-28
-40,145.625,78.18,2006-03-28
-39.5,143.125,79.4,2006-03-28
-39.5,143.75,78.94,2006-03-28
-39.5,144.375,80.14,2006-03-28
-39.5,145,80.53,2006-03-28
-39.5,145.625,79.96,2006-03-28
-39,143.125,82.57,2006-03-28
-39,143.75,82.17,2006-03-28
-39,144.375,81.93,2006-03-28
-39,145,81.47,2006-03-28
-39,145.625,79.16,2006-03-28
-38.5,143.125,76.91,2006-03-28
-38.5,143.75,82.1,2006-03-28
-38.5,144.375,81.13,2006-03-28
-38.5,145,77.69,2006-03-28
-38.5,145.625,73.11,2006-03-28
-38,143.125,71.61,2006-03-28
-38,143.75,76.11,2006-03-28
-38,144.375,75.19,2006-03-28
-38,145,72.51,2006-03-28
-38,145.625,66.33,2006-03-28
-40,143.125,82.73,2006-03-29
-40,143.75,82.27,2006-03-29
-40,144.375,82.51,2006-03-29
-40,145,83.32,2006-03-29
-40,145.625,83.85,2006-03-29
-39.5,143.125,83.24,2006-03-29
-39.5,143.75,82.52,2006-03-29
-39.5,144.375,82.45,2006-03-29
-39.5,145,82.4,2006-03-29
-39.5,145.625,82.93,2006-03-29
-39,143.125,83.3,2006-03-29
-39,143.75,81.9,2006-03-29
-39,144.375,82.63,2006-03-29
-39,145,81.43,2006-03-29
-39,145.625,79.11,2006-03-29
-38.5,143.125,76.98,2006-03-29
-38.5,143.75,74,2006-03-29
-38.5,144.375,77.45,2006-03-29
-38.5,145,76.38,2006-03-29
-38.5,145.625,68.97,2006-03-29
-38,143.125,68.39,2006-03-29
-38,143.75,63.63,2006-03-29
-38,144.375,63.27,2006-03-29
-38,145,65.47,2006-03-29
-38,145.625,63.52,2006-03-29
-40,143.125,78.52,2006-03-30
-40,143.75,77.77,2006-03-30
-40,144.375,77.29,2006-03-30
-40,145,78.15,2006-03-30
-40,145.625,78.94,2006-03-30
-39.5,143.125,77.58,2006-03-30
-39.5,143.75,77.39,2006-03-30
-39.5,144.375,78.09,2006-03-30
-39.5,145,78.86,2006-03-30
-39.5,145.625,79.27,2006-03-30
-39,143.125,78.69,2006-03-30
-39,143.75,79.93,2006-03-30
-39,144.375,80.3,2006-03-30
-39,145,80.56,2006-03-30
-39,145.625,79.08,2006-03-30
-38.5,143.125,76.42,2006-03-30
-38.5,143.75,75.82,2006-03-30
-38.5,144.375,78.47,2006-03-30
-38.5,145,77.85,2006-03-30
-38.5,145.625,74.59,2006-03-30
-38,143.125,70.85,2006-03-30
-38,143.75,69.5,2006-03-30
-38,144.375,71.15,2006-03-30
-38,145,73.42,2006-03-30
-38,145.625,72.1,2006-03-30
-40,143.125,71.82,2006-03-31
-40,143.75,70.87,2006-03-31
-40,144.375,70.81,2006-03-31
-40,145,71.53,2006-03-31
-40,145.625,72.3,2006-03-31
-39.5,143.125,72.47,2006-03-31
-39.5,143.75,71.38,2006-03-31
-39.5,144.375,71.77,2006-03-31
-39.5,145,72.12,2006-03-31
-39.5,145.625,72.46,2006-03-31
-39,143.125,72.76,2006-03-31
-39,143.75,72.97,2006-03-31
-39,144.375,72.96,2006-03-31
-39,145,72.93,2006-03-31
-39,145.625,72.71,2006-03-31
-38.5,143.125,70.73,2006-03-31
-38.5,143.75,74.76,2006-03-31
-38.5,144.375,73.38,2006-03-31
-38.5,145,72.18,2006-03-31
-38.5,145.625,74.29,2006-03-31
-38,143.125,74.11,2006-03-31
-38,143.75,76.96,2006-03-31
-38,144.375,70.56,2006-03-31
-38,145,71.6,2006-03-31
-38,145.625,81.63,2006-03-31
-40,143.125,72.87,2006-04-01
-40,143.75,70.95,2006-04-01
-40,144.375,70.73,2006-04-01
-40,145,71.1,2006-04-01
-40,145.625,69.95,2006-04-01
-39.5,143.125,72.78,2006-04-01
-39.5,143.75,70.26,2006-04-01
-39.5,144.375,70.78,2006-04-01
-39.5,145,71.06,2006-04-01
-39.5,145.625,69.7,2006-04-01
-39,143.125,71.4,2006-04-01
-39,143.75,69.3,2006-04-01
-39,144.375,70.81,2006-04-01
-39,145,70.68,2006-04-01
-39,145.625,68.02,2006-04-01
-38.5,143.125,61.46,2006-04-01
-38.5,143.75,63.62,2006-04-01
-38.5,144.375,67.29,2006-04-01
-38.5,145,67.14,2006-04-01
-38.5,145.625,62.6,2006-04-01
-38,143.125,59.57,2006-04-01
-38,143.75,59.5,2006-04-01
-38,144.375,59.17,2006-04-01
-38,145,62.22,2006-04-01
-38,145.625,66.51,2006-04-01
-40,143.125,76.93,2006-04-02
-40,143.75,77.07,2006-04-02
-40,144.375,76.88,2006-04-02
-40,145,76.54,2006-04-02
-40,145.625,74.67,2006-04-02
-39.5,143.125,75.66,2006-04-02
-39.5,143.75,75.12,2006-04-02
-39.5,144.375,75.61,2006-04-02
-39.5,145,76.18,2006-04-02
-39.5,145.625,74.96,2006-04-02
-39,143.125,73.99,2006-04-02
-39,143.75,75.24,2006-04-02
-39,144.375,75.21,2006-04-02
-39,145,75.08,2006-04-02
-39,145.625,73.08,2006-04-02
-38.5,143.125,71.77,2006-04-02
-38.5,143.75,72.2,2006-04-02
-38.5,144.375,72.28,2006-04-02
-38.5,145,71.19,2006-04-02
-38.5,145.625,69.19,2006-04-02
-38,143.125,69.78,2006-04-02
-38,143.75,68.55,2006-04-02
-38,144.375,67.51,2006-04-02
-38,145,68.25,2006-04-02
-38,145.625,69.07,2006-04-02
-40,143.125,81.86,2006-04-03
-40,143.75,82.8,2006-04-03
-40,144.375,83.57,2006-04-03
-40,145,83.25,2006-04-03
-40,145.625,82.92,2006-04-03
-39.5,143.125,81.34,2006-04-03
-39.5,143.75,81.93,2006-04-03
-39.5,144.375,82.13,2006-04-03
-39.5,145,81.76,2006-04-03
-39.5,145.625,81.12,2006-04-03
-39,143.125,80.2,2006-04-03
-39,143.75,81.56,2006-04-03
-39,144.375,80.13,2006-04-03
-39,145,80.58,2006-04-03
-39,145.625,81.17,2006-04-03
-38.5,143.125,81.55,2006-04-03
-38.5,143.75,80.17,2006-04-03
-38.5,144.375,77.76,2006-04-03
-38.5,145,80.1,2006-04-03
-38.5,145.625,83.35,2006-04-03
-38,143.125,73.64,2006-04-03
-38,143.75,70.98,2006-04-03
-38,144.375,70.85,2006-04-03
-38,145,75.58,2006-04-03
-38,145.625,86.59,2006-04-03
-40,143.125,80,2006-04-04
-40,143.75,78.82,2006-04-04
-40,144.375,78.5,2006-04-04
-40,145,78.27,2006-04-04
-40,145.625,78.22,2006-04-04
-39.5,143.125,78.37,2006-04-04
-39.5,143.75,77.83,2006-04-04
-39.5,144.375,77.73,2006-04-04
-39.5,145,77.72,2006-04-04
-39.5,145.625,78.15,2006-04-04
-39,143.125,78.69,2006-04-04
-39,143.75,77.65,2006-04-04
-39,144.375,76.37,2006-04-04
-39,145,76.45,2006-04-04
-39,145.625,76.67,2006-04-04
-38.5,143.125,74.47,2006-04-04
-38.5,143.75,72.2,2006-04-04
-38.5,144.375,72.98,2006-04-04
-38.5,145,72.97,2006-04-04
-38.5,145.625,76.84,2006-04-04
-38,143.125,68.45,2006-04-04
-38,143.75,67.91,2006-04-04
-38,144.375,68.56,2006-04-04
-38,145,72.29,2006-04-04
-38,145.625,78.34,2006-04-04
-40,143.125,71.28,2006-04-05
-40,143.75,70.87,2006-04-05
-40,144.375,71.79,2006-04-05
-40,145,73.05,2006-04-05
-40,145.625,73.38,2006-04-05
-39.5,143.125,71.29,2006-04-05
-39.5,143.75,71.16,2006-04-05
-39.5,144.375,72.06,2006-04-05
-39.5,145,72.66,2006-04-05
-39.5,145.625,72.7,2006-04-05
-39,143.125,71.49,2006-04-05
-39,143.75,74.15,2006-04-05
-39,144.375,73.55,2006-04-05
-39,145,72.67,2006-04-05
-39,145.625,72.75,2006-04-05
-38.5,143.125,72.43,2006-04-05
-38.5,143.75,77.37,2006-04-05
-38.5,144.375,76.01,2006-04-05
-38.5,145,73.22,2006-04-05
-38.5,145.625,75.19,2006-04-05
-38,143.125,74.61,2006-04-05
-38,143.75,74.63,2006-04-05
-38,144.375,72.15,2006-04-05
-38,145,72.69,2006-04-05
-38,145.625,77.05,2006-04-05
-40,143.125,74.13,2006-04-06
-40,143.75,72.96,2006-04-06
-40,144.375,72.46,2006-04-06
-40,145,72.13,2006-04-06
-40,145.625,71.83,2006-04-06
-39.5,143.125,73.48,2006-04-06
-39.5,143.75,72.59,2006-04-06
-39.5,144.375,72.39,2006-04-06
-39.5,145,71.82,2006-04-06
-39.5,145.625,71.11,2006-04-06
-39,143.125,73.46,2006-04-06
-39,143.75,74.03,2006-04-06
-39,144.375,72.89,2006-04-06
-39,145,72.07,2006-04-06
-39,145.625,71.36,2006-04-06
-38.5,143.125,71.76,2006-04-06
-38.5,143.75,75.72,2006-04-06
-38.5,144.375,74.39,2006-04-06
-38.5,145,72.58,2006-04-06
-38.5,145.625,75.73,2006-04-06
-38,143.125,73.43,2006-04-06
-38,143.75,73.6,2006-04-06
-38,144.375,72.98,2006-04-06
-38,145,72.99,2006-04-06
-38,145.625,80.1,2006-04-06
-40,143.125,72.39,2006-04-07
-40,143.75,71.04,2006-04-07
-40,144.375,70.48,2006-04-07
-40,145,70.39,2006-04-07
-40,145.625,70.41,2006-04-07
-39.5,143.125,72.62,2006-04-07
-39.5,143.75,71.06,2006-04-07
-39.5,144.375,70.86,2006-04-07
-39.5,145,70.06,2006-04-07
-39.5,145.625,69.57,2006-04-07
-39,143.125,72.14,2006-04-07
-39,143.75,71.23,2006-04-07
-39,144.375,71.21,2006-04-07
