LAT,LON,PRECTOTCORR,DATE
-39,143.125,1.01,2006-03-27
-39,143.75,0.74,2006-03-27
-39,144.375,0.65,2006-03-27
-39,145,0.68,2006-03-27
-39,145.625,1.01,2006-03-27
-38.5,143.125,0.85,2006-03-27
-38.5,143.75,1.05,2006-03-27
-38.5,144.375,1.35,2006-03-27
-38.5,145,0.21,2006-03-27
-38.5,145.625,0.07,2006-03-27
-38,143.125,0.38,2006-03-27
-38,143.75,0.44,2006-03-27
-38,144.375,0.27,2006-03-27
-38,145,0.07,2006-03-27
-38,145.625,0.08,2006-03-27
-40,143.125,0.05,2006-03-28
-40,143.75,0.01,2006-03-28
-40,144.375,0,2006-03-28
-40,145,0,2006-03-28
-40,145.625,0,2006-03-28
-39.5,143.125,0.07,2006-03-28
-39.5,143.75,0.04,2006-03-28
-39.5,144.375,0.03,2006-03-28
-39.5,145,0.01,2006-03-28
-39.5,145.625,0,2006-03-28
-39,143.125,0.04,2006-03-28
-39,143.75,0.06,2006-03-28
-39,144.375,0.09,2006-03-28
-39,145,0.07,2006-03-28
-39,145.625,0.01,2006-03-28
-38.5,143.125,0.03,2006-03-28
-38.5,143.75,0.03,2006-03-28
-38.5,144.375,0.02,2006-03-28
-38.5,145,0.01,2006-03-28
-38.5,145.625,0.03,2006-03-28
-38,143.125,0.02,2006-03-28
-38,143.75,0.02,2006-03-28
-38,144.375,0,2006-03-28
-38,145,0,2006-03-28
-38,145.625,0.04,2006-03-28
-40,143.125,0.28,2006-03-29
-40,143.75,0.18,2006-03-29
-40,144.375,0.09,2006-03-29
-40,145,0.16,2006-03-29
-40,145.625,0.19,2006-03-29
-39.5,143.125,0.14,2006-03-29
-39.5,143.75,0.06,2006-03-29
-39.5,144.375,0.03,2006-03-29
-39.5,145,0.04,2006-03-29
-39.5,145.625,0.11,2006-03-29
-39,143.125,0.56,2006-03-29
-39,143.75,0.22,2006-03-29
-39,144.375,0.04,2006-03-29
-39,145,0.02,2006-03-29
-39,145.625,0.03,2006-03-29
-38.5,143.125,0.49,2006-03-29
-38.5,143.75,0.3,2006-03-29
-38.5,144.375,0.21,2006-03-29
-38.5,145,0.03,2006-03-29
-38.5,145.625,0.06,2006-03-29
-38,143.125,0.23,2006-03-29
-38,143.75,0.11,2006-03-29
-38,144.375,0.02,2006-03-29
-38,145,0.03,2006-03-29
-38,145.625,0.13,2006-03-29
-40,143.125,3.26,2006-03-30
-40,143.75,2.48,2006-03-30
-40,144.375,2.02,2006-03-30
-40,145,2.72,2006-03-30
-40,145.625,2.16,2006-03-30
-39.5,143.125,2.22,2006-03-30
-39.5,143.75,1.74,2006-03-30
-39.5,144.375,1.56,2006-03-30
-39.5,145,1.69,2006-03-30
-39.5,145.625,1.18,2006-03-30
-39,143.125,0.79,2006-03-30
-39,143.75,0.8,2006-03-30
-39,144.375,0.7,2006-03-30
-39,145,0.39,2006-03-30
-39,145.625,0.3,2006-03-30
-38.5,143.125,0.19,2006-03-30
-38.5,143.75,0.25,2006-03-30
-38.5,144.375,0.22,2006-03-30
-38.5,145,0.12,2006-03-30
-38.5,145.625,0.02,2006-03-30
-38,143.125,0.17,2006-03-30
-38,143.75,0.19,2006-03-30
-38,144.375,0.17,2006-03-30
-38,145,0.06,2006-03-30
-38,145.625,0.06,2006-03-30
-40,143.125,2.68,2006-03-31
-40,143.75,3.62,2006-03-31
-40,144.375,3.87,2006-03-31
-40,145,4.45,2006-03-31
-40,145.625,4.84,2006-03-31
-39.5,143.125,2.9,2006-03-31
-39.5,143.75,3.27,2006-03-31
-39.5,144.375,3.12,2006-03-31
-39.5,145,3.88,2006-03-31
-39.5,145.625,5.8,2006-03-31
-39,143.125,5.25,2006-03-31
-39,143.75,4.45,2006-03-31
-39,144.375,3.64,2006-03-31
-39,145,4.49,2006-03-31
-39,145.625,6.7,2006-03-31
-38.5,143.125,5.3,2006-03-31
-38.5,143.75,5.62,2006-03-31
-38.5,144.375,6.18,2006-03-31
-38.5,145,6.31,2006-03-31
-38.5,145.625,7.75,2006-03-31
-38,143.125,4.06,2006-03-31
-38,143.75,4.13,2006-03-31
-38,144.375,4.24,2006-03-31
-38,145,6.36,2006-03-31
-38,145.625,9.32,2006-03-31
-40,143.125,0.64,2006-04-01
-40,143.75,0.56,2006-04-01
-40,144.375,0.42,2006-04-01
-40,145,0.29,2006-04-01
-40,145.625,0.36,2006-04-01
-39.5,143.125,0.8,2006-04-01
-39.5,143.75,0.54,2006-04-01
-39.5,144.375,0.43,2006-04-01
-39.5,145,0.32,2006-04-01
-39.5,145.625,0.48,2006-04-01
-39,143.125,1.32,2006-04-01
-39,143.75,0.79,2006-04-01
-39,144.375,0.58,2006-04-01
-39,145,0.47,2006-04-01
-39,145.625,0.5,2006-04-01
-38.5,143.125,0.74,2006-04-01
-38.5,143.75,0.73,2006-04-01
-38.5,144.375,0.67,2006-04-01
-38.5,145,0.58,2006-04-01
-38.5,145.625,1.14,2006-04-01
-38,143.125,0.29,2006-04-01
-38,143.75,0.37,2006-04-01
-38,144.375,0.36,2006-04-01
-38,145,0.82,2006-04-01
-38,145.625,2.07,2006-04-01
-40,143.125,1.69,2006-04-02
-40,143.75,0.74,2006-04-02
-40,144.375,0.38,2006-04-02
-40,145,0.41,2006-04-02
-40,145.625,0.22,2006-04-02
-39.5,143.125,1.05,2006-04-02
-39.5,143.75,0.62,2006-04-02
-39.5,144.375,0.54,2006-04-02
-39.5,145,0.41,2006-04-02
-39.5,145.625,0.27,2006-04-02
-39,143.125,0.77,2006-04-02
-39,143.75,0.62,2006-04-02
-39,144.375,0.65,2006-04-02
-39,145,0.48,2006-04-02
-39,145.625,0.31,2006-04-02
-38.5,143.125,0.32,2006-04-02
-38.5,143.75,0.37,2006-04-02
-38.5,144.375,0.37,2006-04-02
-38.5,145,0.38,2006-04-02
-38.5,145.625,0.32,2006-04-02
-38,143.125,0.13,2006-04-02
-38,143.75,0.13,2006-04-02
-38,144.375,0.17,2006-04-02
-38,145,0.3,2006-04-02
-38,145.625,0.31,2006-04-02
-40,143.125,14.35,2006-04-03
-40,143.75,13.09,2006-04-03
-40,144.375,11.8,2006-04-03
-40,145,12.53,2006-04-03
-40,145.625,11.62,2006-04-03
-39.5,143.125,14.75,2006-04-03
-39.5,143.75,13.53,2006-04-03
-39.5,144.375,13.17,2006-04-03
-39.5,145,11.26,2006-04-03
-39.5,145.625,7.9,2006-04-03
-39,143.125,7.79,2006-04-03
-39,143.75,9.51,2006-04-03
-39,144.375,10.37,2006-04-03
-39,145,6.53,2006-04-03
-39,145.625,2.85,2006-04-03
-38.5,143.125,3.58,2006-04-03
-38.5,143.75,3.82,2006-04-03
-38.5,144.375,3,2006-04-03
-38.5,145,1.54,2006-04-03
-38.5,145.625,0.97,2006-04-03
-38,143.125,2,2006-04-03
-38,143.75,1.43,2006-04-03
-38,144.375,1,2006-04-03
-38,145,0.68,2006-04-03
-38,145.625,1.09,2006-04-03
-40,143.125,6.7,2006-04-04
-40,143.75,6.97,2006-04-04
-40,144.375,6.67,2006-04-04
-40,145,6.22,2006-04-04
-40,145.625,3.98,2006-04-04
-39.5,143.125,8.71,2006-04-04
-39.5,143.75,7.27,2006-04-04
-39.5,144.375,6.16,2006-04-04
-39.5,145,3.93,2006-04-04
-39.5,145.625,1.85,2006-04-04
-39,143.125,5.1,2006-04-04
-39,143.75,3.54,2006-04-04
-39,144.375,2.68,2006-04-04
-39,145,1.07,2006-04-04
-39,145.625,0.54,2006-04-04
-38.5,143.125,1.76,2006-04-04
-38.5,143.75,0.97,2006-04-04
-38.5,144.375,0.42,2006-04-04
-38.5,145,0.19,2006-04-04
-38.5,145.625,0.18,2006-04-04
-38,143.125,0.86,2006-04-04
-38,143.75,0.48,2006-04-04
-38,144.375,0.27,2006-04-04
-38,145,0.15,2006-04-04
-38,145.625,0.29,2006-04-04
-40,143.125,15.14,2006-04-05
-40,143.75,13.52,2006-04-05
-40,144.375,12.41,2006-04-05
-40,145,14.88,2006-04-05
-40,145.625,19.59,2006-04-05
-39.5,143.125,17.74,2006-04-05
-39.5,143.75,18.13,2006-04-05
-39.5,144.375,18.12,2006-04-05
-39.5,145,18.89,2006-04-05
-39.5,145.625,21.32,2006-04-05
-39,143.125,18.98,2006-04-05
-39,143.75,18.88,2006-04-05
-39,144.375,20.51,2006-04-05
-39,145,24.78,2006-04-05
-39,145.625,28.23,2006-04-05
-38.5,143.125,14.16,2006-04-05
-38.5,143.75,13.85,2006-04-05
-38.5,144.375,12.6,2006-04-05
-38.5,145,14.68,2006-04-05
-38.5,145.625,25.83,2006-04-05
-38,143.125,10.31,2006-04-05
-38,143.75,9.41,2006-04-05
-38,144.375,7.4,2006-04-05
-38,145,10.27,2006-04-05
-38,145.625,17.9,2006-04-05
-40,143.125,3.35,2006-04-06
-40,143.75,3.97,2006-04-06
-40,144.375,4.12,2006-04-06
-40,145,4,2006-04-06
-40,145.625,3.09,2006-04-06
-39.5,143.125,4.08,2006-04-06
-39.5,143.75,4.54,2006-04-06
-39.5,144.375,4.64,2006-04-06
-39.5,145,3.18,2006-04-06
-39.5,145.625,3.07,2006-04-06
-39,143.125,5.56,2006-04-06
-39,143.75,5.41,2006-04-06
-39,144.375,5.35,2006-04-06
-39,145,7.21,2006-04-06
-39,145.625,8.05,2006-04-06
-38.5,143.125,4.48,2006-04-06
-38.5,143.75,4.88,2006-04-06
-38.5,144.375,4.9,2006-04-06
-38.5,145,6.89,2006-04-06
-38.5,145.625,11.44,2006-04-06
-38,143.125,2.99,2006-04-06
-38,143.75,3.18,2006-04-06
-38,144.375,2.74,2006-04-06
-38,145,5.07,2006-04-06
-38,145.625,10.02,2006-04-06
-40,143.125,1.04,2006-04-07
-40,143.75,1.74,2006-04-07
-40,144.375,1.9,2006-04-07
-40,145,2.13,2006-04-07
-40,145.625,1.65,2006-04-07
-39.5,143.125,0.89,2006-04-07
-39.5,143.75,1.43,2006-04-07
-39.5,144.375,1.69,2006-04-07
-39.5,145,1.22,2006-04-07
-39.5,145.625,1.48,2006-04-07
-39,143.125,1.21,2006-04-07
-39,143.75,1.6,2006-04-07
-39,144.375,1.93,2006-04-07
-39,145,2.29,2006-04-07
-39,145.625,2.97,2006-04-07
-38.5,143.125,1.06,2006-04-07
-38.5,143.75,1.01,2006-04-07
-38.5,144.375,0.8,2006-04-07
-38.5,145,1.84,2006-04-07
-38.5,145.625,3.71,2006-04-07
-38,143.125,0.6,2006-04-07
-38,143.75,0.55,2006-04-07
-38,144.375,0.47,2006-04-07
-38,145,1.82,2006-04-07
-38,145.625,4.1,2006-04-07
-40,143.125,0.83,2006-04-08
-40,143.75,1.3,2006-04-08
-40,144.375,1.54,2006-04-08
-40,145,2.17,2006-04-08
-40,145.625,1.87,2006-04-08
-39.5,143.125,0.9,2006-04-08
-39.5,143.75,1.09,2006-04-08
-39.5,144.375,1.47,2006-04-08
-39.5,145,1.34,2006-04-08
-39.5,145.625,1.34,2006-04-08
-39,143.125,0.58,2006-04-08
-39,143.75,0.98,2006-04-08
-39,144.375,1.47,2006-04-08
-39,145,1.29,2006-04-08
-39,145.625,1.04,2006-04-08
-38.5,143.125,0.11,2006-04-08
-38.5,143.75,0.26,2006-04-08
-38.5,144.375,0.16,2006-04-08
-38.5,145,0.49,2006-04-08
-38.5,145.625,1.14,2006-04-08
-38,143.125,0.02,2006-04-08
-38,143.75,0.02,2006-04-08
-38,144.375,0.03,2006-04-08
-38,145,0.34,2006-04-08
-38,145.625,1.15,2006-04-08
-40,143.125,0.12,2006-04-09
-40,143.75,0.22,2006-04-09
-40,144.375,0.21,2006-04-09
-40,145,0.18,2006-04-09
-40,145.625,0.04,2006-04-09
-39.5,143.125,0.1,2006-04-09
-39.5,143.75,0.1,2006-04-09
-39.5,144.375,0.15,2006-04-09
-39.5,145,0.1,2006-04-09
-39.5,145.625,0.11,2006-04-09
-39,143.125,0.08,2006-04-09
-39,143.75,0.11,2006-04-09
-39,144.375,0.16,2006-04-09
-39,145,0.19,2006-04-09
-39,145.625,0.24,2006-04-09
-38.5,143.125,0.06,2006-04-09
-38.5,143.75,0.05,2006-04-09
-38.5,144.375,0.06,2006-04-09
-38.5,145,0.11,2006-04-09
-38.5,145.625,0.23,2006-04-09
-38,143.125,0.04,2006-04-09
-38,143.75,0.03,2006-04-09
-38,144.375,0.03,2006-04-09
-38,145,0.11,2006-04-09
-38,145.625,0.19,2006-04-09
-40,143.125,0.07,2006-04-10
-40,143.75,0.08,2006-04-10
-40,144.375,0.08,2006-04-10
-40,145,0.07,2006-04-10
-40,145.625,0.06,2006-04-10
-39.5,143.125,0.08,2006-04-10
-39.5,143.75,0.08,2006-04-10
-39.5,144.375,0.08,2006-04-10
-39.5,145,0.05,2006-04-10
-39.5,145.625,0.03,2006-04-10
-39,143.125,0.04,2006-04-10
-39,143.75,0.05,2006-04-10
-39,144.375,0.06,2006-04-10
-39,145,0.04,2006-04-10
-39,145.625,0.02,2006-04-10
-38.5,143.125,0.02,2006-04-10
-38.5,143.75,0.02,2006-04-10
-38.5,144.375,0.01,2006-04-10
-38.5,145,0.02,2006-04-10
-38.5,145.625,0.03,2006-04-10
-38,143.125,0.02,2006-04-10
-38,143.75,0.02,2006-04-10
-38,144.375,0,2006-04-10
-38,145,0.01,2006-04-10
-38,145.625,0.03,2006-04-10
-40,143.125,7.55,2006-04-11
-40,143.75,6.32,2006-04-11
-40,144.375,5.07,2006-04-11
-40,145,3.6,2006-04-11
-40,145.625,2.64,2006-04-11
-39.5,143.125,8.21,2006-04-11
-39.5,143.75,6.27,2006-04-11
-39.5,144.375,4.77,2006-04-11
-39.5,145,3.15,2006-04-11
-39.5,145.625,1.6,2006-04-11
-39,143.125,6.11,2006-04-11
-39,143.75,4.51,2006-04-11
-39,144.375,2.96,2006-04-11
-39,145,1.06,2006-04-11
-39,145.625,0.39,2006-04-11
-38.5,143.125,4.19,2006-04-11
-38.5,143.75,2.65,2006-04-11
-38.5,144.375,1.6,2006-04-11
-38.5,145,0.22,2006-04-11
-38.5,145.625,0.01,2006-04-11
-38,143.125,2.39,2006-04-11
-38,143.75,1.14,2006-04-11
-38,144.375,0.36,2006-04-11
-38,145,0.04,2006-04-11
-38,145.625,0.02,2006-04-11
-40,143.125,3.31,2006-04-12
-40,143.75,2.55,2006-04-12
-40,144.375,1.68,2006-04-12
-40,145,1.5,2006-04-12
-40,145.625,1.06,2006-04-12
-39.5,143.125,2.72,2006-04-12
-39.5,143.75,1.45,2006-04-12
-39.5,144.375,0.97,2006-04-12
-39.5,145,0.68,2006-04-12
-39.5,145.625,0.57,2006-04-12
-39,143.125,0.64,2006-04-12
-39,143.75,0.52,2006-04-12
-39,144.375,0.29,2006-04-12
-39,145,0.15,2006-04-12
-39,145.625,0.14,2006-04-12
-38.5,143.125,0.16,2006-04-12
-38.5,143.75,0.18,2006-04-12
-38.5,144.375,0.14,2006-04-12
-38.5,145,0.04,2006-04-12
-38.5,145.625,0.01,2006-04-12
-38,143.125,0.11,2006-04-12
-38,143.75,0.26,2006-04-12
-38,144.375,0.29,2006-04-12
-38,145,0.05,2006-04-12
-38,145.625,0.01,2006-04-12
-40,143.125,9.72,2006-04-13
-40,143.75,5.39,2006-04-13
-40,144.375,2.7,2006-04-13
-40,145,1.6,2006-04-13
-40,145.625,1.17,2006-04-13
-39.5,143.125,9.11,2006-04-13
-39.5,143.75,3.1,2006-04-13
-39.5,144.375,1.48,2006-04-13
-39.5,145,1.01,2006-04-13
-39.5,145.625,1.35,2006-04-13
-39,143.125,2.48,2006-04-13
-39,143.75,1.48,2006-04-13
-39,144.375,1.09,2006-04-13
-39,145,1.36,2006-04-13
-39,145.625,2.15,2006-04-13
-38.5,143.125,0.96,2006-04-13
-38.5,143.75,1.32,2006-04-13
-38.5,144.375,1.63,2006-04-13
-38.5,145,2.03,2006-04-13
-38.5,145.625,2.63,2006-04-13
-38,143.125,0.91,2006-04-13
-38,143.75,1.45,2006-04-13
-38,144.375,1.59,2006-04-13
-38,145,2.22,2006-04-13
-38,145.625,2.79,2006-04-13
-40,143.125,10.02,2006-04-14
-40,143.75,13.9,2006-04-14
-40,144.375,14.92,2006-04-14
-40,145,18.88,2006-04-14
-40,145.625,28.57,2006-04-14
-39.5,143.125,18.12,2006-04-14
-39.5,143.75,21.38,2006-04-14
-39.5,144.375,20.71,2006-04-14
-39.5,145,21.05,2006-04-14
-39.5,145.625,24.05,2006-04-14
-39,143.125,18.38,2006-04-14
-39,143.75,20.79,2006-04-14
-39,144.375,22.49,2006-04-14
-39,145,22.01,2006-04-14
-39,145.625,19.25,2006-04-14
-38.5,143.125,14.28,2006-04-14
-38.5,143.75,14.84,2006-04-14
-38.5,144.375,13.88,2006-04-14
-38.5,145,17.73,2006-04-14
-38.5,145.625,20.93,2006-04-14
-38,143.125,12.58,2006-04-14
-38,143.75,12.11,2006-04-14
-38,144.375,11.51,2006-04-14
-38,145,16.01,2006-04-14
-38,145.625,23.61,2006-04-14
-40,143.125,0.46,2006-04-15
-40,143.75,0.71,2006-04-15
-40,144.375,0.9,2006-04-15
-40,145,0.87,2006-04-15
-40,145.625,1.53,2006-04-15
-39.5,143.125,0.59,2006-04-15
-39.5,143.75,0.81,2006-04-15
-39.5,144.375,0.8,2006-04-15
-39.5,145,1,2006-04-15
-39.5,145.625,1.7,2006-04-15
-39,143.125,0.47,2006-04-15
-39,143.75,0.72,2006-04-15
-39,144.375,0.94,2006-04-15
-39,145,1.06,2006-04-15
-39,145.625,1.23,2006-04-15
-38.5,143.125,0.24,2006-04-15
-38.5,143.75,0.65,2006-04-15
-38.5,144.375,0.87,2006-04-15
-38.5,145,1.44,2006-04-15
-38.5,145.625,2.25,2006-04-15
-38,143.125,0.16,2006-04-15
-38,143.75,0.41,2006-04-15
-38,144.375,0.66,2006-04-15
-38,145,1.92,2006-04-15
-38,145.625,4.21,2006-04-15
-40,143.125,0.14,2006-04-16
-40,143.75,0.05,2006-04-16
-40,144.375,0.03,2006-04-16
-40,145,0.03,2006-04-16
-40,145.625,0.02,2006-04-16
-39.5,143.125,0.18,2006-04-16
-39.5,143.75,0.06,2006-04-16
-39.5,144.375,0.04,2006-04-16
-39.5,145,0.02,2006-04-16
-39.5,145.625,0.01,2006-04-16
-39,143.125,0.12,2006-04-16
-39,143.75,0.09,2006-04-16
-39,144.375,0.11,2006-04-16
-39,145,0.11,2006-04-16
-39,145.625,0.03,2006-04-16
-38.5,143.125,0.11,2006-04-16
-38.5,143.75,0.05,2006-04-16
-38.5,144.375,0.03,2006-04-16
-38.5,145,0.1,2006-04-16
-38.5,145.625,0.09,2006-04-16
-38,143.125,0.23,2006-04-16
-38,143.75,0.05,2006-04-16
-38,144.375,0.06,2006-04-16
-38,145,0.15,2006-04-16
-38,145.625,0.16,2006-04-16
-40,143.125,8.65,2006-04-17
-40,143.75,7.23,2006-04-17
-40,144.375,6.14,2006-04-17
-40,145,6.54,2006-04-17
-40,145.625,4.46,2006-04-17
-39.5,143.125,8.81,2006-04-17
-39.5,143.75,6.89,2006-04-17
-39.5,144.375,6.31,2006-04-17
-39.5,145,4.66,2006-04-17
-39.5,145.625,2.41,2006-04-17
-39,143.125,4.95,2006-04-17
-39,143.75,4.2,2006-04-17
-39,144.375,4.07,2006-04-17
-39,145,2.35,2006-04-17
-39,145.625,0.88,2006-04-17
-38.5,143.125,1.55,2006-04-17
-38.5,143.75,1.57,2006-04-17
-38.5,144.375,1.17,2006-04-17
-38.5,145,0.56,2006-04-17
-38.5,145.625,0.28,2006-04-17
-38,143.125,1.12,2006-04-17
-38,143.75,0.92,2006-04-17
-38,144.375,0.75,2006-04-17
-38,145,0.53,2006-04-17
-38,145.625,0.43,2006-04-17
-40,143.125,11.15,2006-04-18
-40,143.75,7.2,2006-04-18
-40,144.375,4.29,2006-04-18
-40,145,1.1,2006-04-18
-40,145.625,0.25,2006-04-18
-39.5,143.125,7.25,2006-04-18
-39.5,143.75,2.29,2006-04-18
-39.5,144.375,0.97,2006-04-18
-39.5,145,0.1,2006-04-18
-39.5,145.625,0.05,2006-04-18
-39,143.125,1.22,2006-04-18
-39,143.75,0.38,2006-04-18
-39,144.375,0.05,2006-04-18
-39,145,0.01,2006-04-18
-39,145.625,0.01,2006-04-18
-38.5,143.125,0.26,2006-04-18
-38.5,143.75,0.06,2006-04-18
-38.5,144.375,0.04,2006-04-18
-38.5,145,0.01,2006-04-18
-38.5,145.625,0,2006-04-18
-38,143.125,0.1,2006-04-18
-38,143.75,0.03,2006-04-18
-38,144.375,0.03,2006-04-18
-38,145,0.06,2006-04-18
-38,145.625,0.04,2006-04-18
-40,143.125,19.39,2006-04-19
-40,143.75,25.73,2006-04-19
-40,144.375,25.95,2006-04-19
-40,145,30.91,2006-04-19
-40,145.625,27.44,2006-04-19
-39.5,143.125,28.85,2006-04-19
-39.5,143.75,26.79,2006-04-19
-39.5,144.375,25.07,2006-04-19
-39.5,145,21.99,2006-04-19
-39.5,145.625,17.32,2006-04-19
-39,143.125,29.03,2006-04-19
-39,143.75,20.54,2006-04-19
-39,144.375,16.23,2006-04-19
-39,145,12.45,2006-04-19
-39,145.625,11.77,2006-04-19
-38.5,143.125,20.41,2006-04-19
-38.5,143.75,14.24,2006-04-19
-38.5,144.375,11.75,2006-04-19
-38.5,145,7.26,2006-04-19
-38.5,145.625,9.15,2006-04-19
-38,143.125,11.56,2006-04-19
-38,143.75,8.16,2006-04-19
-38,144.375,5.92,2006-04-19
-38,145,6.14,2006-04-19
-38,145.625,9,2006-04-19
-40,143.125,8.7,2006-04-20
-40,143.75,8.82,2006-04-20
-40,144.375,8.14,2006-04-20
-40,145,11.68,2006-04-20
-40,145.625,14.5,2006-04-20
-39.5,143.125,11.66,2006-04-20
-39.5,143.75,11.98,2006-04-20
-39.5,144.375,12.06,2006-04-20
-39.5,145,13.34,2006-04-20
-39.5,145.625,15.73,2006-04-20
-39,143.125,15.43,2006-04-20
-39,143.75,13.96,2006-04-20
-39,144.375,12.92,2006-04-20
-39,145,14.61,2006-04-20
-39,145.625,22.88,2006-04-20
-38.5,143.125,14.56,2006-04-20
-38.5,143.75,13.72,2006-04-20
-38.5,144.375,13.44,2006-04-20
-38.5,145,12.75,2006-04-20
-38.5,145.625,21.42,2006-04-20
-38,143.125,10.95,2006-04-20
-38,143.75,11.13,2006-04-20
-38,144.375,9.97,2006-04-20
-38,145,10.86,2006-04-20
-38,145.625,17.64,2006-04-20
-40,143.125,1.97,2006-04-21
-40,143.75,1.86,2006-04-21
-40,144.375,1.71,2006-04-21
-40,145,2.19,2006-04-21
-40,145.625,2.24,2006-04-21
-39.5,143.125,2.55,2006-04-21
-39.5,143.75,2.31,2006-04-21
-39.5,144.375,2.22,2006-04-21
-39.5,145,2.61,2006-04-21
-39.5,145.625,3.25,2006-04-21
-39,143.125,2.75,2006-04-21
-39,143.75,2.64,2006-04-21
-39,144.375,2.84,2006-04-21
-39,145,4.82,2006-04-21
-39,145.625,5.16,2006-04-21
-38.5,143.125,2.37,2006-04-21
-38.5,143.75,2.06,2006-04-21
-38.5,144.375,1.83,2006-04-21
-38.5,145,4.2,2006-04-21
-38.5,145.625,6.41,2006-04-21
-38,143.125,1.77,2006-04-21
-38,143.75,1.37,2006-04-21
-38,144.375,1.14,2006-04-21
-38,145,3.31,2006-04-21
-38,145.625,6.07,2006-04-21
-40,143.125,4.28,2006-04-22
-40,143.75,3.85,2006-04-22
-40,144.375,3.41,2006-04-22
-40,145,4.51,2006-04-22
-40,145.625,5.26,2006-04-22
-39.5,143.125,5.48,2006-04-22
-39.5,143.75,4.55,2006-04-22
-39.5,144.375,4.12,2006-04-22
-39.5,145,4.36,2006-04-22
-39.5,145.625,5.38,2006-04-22
-39,143.125,5.37,2006-04-22
-39,143.75,4.86,2006-04-22
-39,144.375,4.62,2006-04-22
-39,145,5.74,2006-04-22
-39,145.625,5.87,2006-04-22
-38.5,143.125,3.31,2006-04-22
-38.5,143.75,3.48,2006-04-22
-38.5,144.375,3.18,2006-04-22
-38.5,145,3.96,2006-04-22
-38.5,145.625,5.6,2006-04-22
-38,143.125,1.94,2006-04-22
-38,143.75,1.88,2006-04-22
-38,144.375,1.44,2006-04-22
-38,145,2.27,2006-04-22
-38,145.625,3.86,2006-04-22
-40,143.125,1.3,2006-04-23
-40,143.75,1.07,2006-04-23
-40,144.375,0.88,2006-04-23
-40,145,1.18,2006-04-23
-40,145.625,0.63,2006-04-23
-39.5,143.125,1.64,2006-04-23
-39.5,143.75,1.28,2006-04-23
-39.5,144.375,1.25,2006-04-23
-39.5,145,1.26,2006-04-23
-39.5,145.625,1.01,2006-04-23
-39,143.125,1.55,2006-04-23
-39,143.75,1.34,2006-04-23
-39,144.375,1.43,2006-04-23
-39,145,1.36,2006-04-23
-39,145.625,1.27,2006-04-23
-38.5,143.125,1.37,2006-04-23
-38.5,143.75,0.81,2006-04-23
-38.5,144.375,0.57,2006-04-23
-38.5,145,0.95,2006-04-23
-38.5,145.625,1.35,2006-04-23
-38,143.125,0.86,2006-04-23
-38,143.75,0.5,2006-04-23
-38,144.375,0.46,2006-04-23
-38,145,0.87,2006-04-23
-38,145.625,1.33,2006-04-23
-40,143.125,0.78,2006-04-24
-40,143.75,0.62,2006-04-24
-40,144.375,0.5,2006-04-24
-40,145,0.55,2006-04-24
-40,145.625,0.25,2006-04-24
-39.5,143.125,0.74,2006-04-24
-39.5,143.75,0.62,2006-04-24
-39.5,144.375,0.64,2006-04-24
-39.5,145,0.66,2006-04-24
-39.5,145.625,0.44,2006-04-24
-39,143.125,0.42,2006-04-24
-39,143.75,0.43,2006-04-24
-39,144.375,0.56,2006-04-24
-39,145,0.39,2006-04-24
-39,145.625,0.13,2006-04-24
-38.5,143.125,0.36,2006-04-24
-38.5,143.75,0.14,2006-04-24
-38.5,144.375,0.07,2006-04-24
-38.5,145,0.07,2006-04-24
-38.5,145.625,0.02,2006-04-24
-38,143.125,0.15,2006-04-24
-38,143.75,0.04,2006-04-24
-38,144.375,0.02,2006-04-24
-38,145,0.02,2006-04-24
-38,145.625,0.02,2006-04-24
-40,143.125,0.04,2006-04-25
-40,143.75,0.04,2006-04-25
-40,144.375,0.06,2006-04-25
-40,145,0.3,2006-04-25
-40,145.625,0.31,2006-04-25
-39.5,143.125,0.01,2006-04-25
-39.5,143.75,0,2006-04-25
-39.5,144.375,0.01,2006-04-25
-39.5,145,0.03,2006-04-25
-39.5,145.625,0.1,2006-04-25
-39,143.125,0.01,2006-04-25
-39,143.75,0.01,2006-04-25
-39,144.375,0,2006-04-25
-39,145,0,2006-04-25
-39,145.625,0.01,2006-04-25
-38.5,143.125,0.02,2006-04-25
-38.5,143.75,0.03,2006-04-25
-38.5,144.375,0.05,2006-04-25
-38.5,145,0.01,2006-04-25
-38.5,145.625,0,2006-04-25
-38,143.125,0.02,2006-04-25
-38,143.75,0.03,2006-04-25
-38,144.375,0.04,2006-04-25
-38,145,0.02,2006-04-25
-38,145.625,0.02,2006-04-25
-40,143.125,0.02,2006-04-26
-40,143.75,0.03,2006-04-26
-40,144.375,0.15,2006-04-26
-40,145,0.12,2006-04-26
-40,145.625,0.03,2006-04-26
-39.5,143.125,0,2006-04-26
-39.5,143.75,0,2006-04-26
-39.5,144.375,0.01,2006-04-26
-39.5,145,0.01,2006-04-26
-39.5,145.625,0.02,2006-04-26
-39,143.125,0.01,2006-04-26
-39,143.75,0.01,2006-04-26
-39,144.375,0.01,2006-04-26
-39,145,0,2006-04-26
-39,145.625,0,2006-04-26
-38.5,143.125,0.01,2006-04-26
-38.5,143.75,0.02,2006-04-26
-38.5,144.375,0.03,2006-04-26
-38.5,145,0.01,2006-04-26
-38.5,145.625,0,2006-04-26
-38,143.125,0.01,2006-04-26
-38,143.75,0.02,2006-04-26
